SMILES,name,canvasUID,chiral flag,version,ct enhanced stereo status,Source Path,Source File,Source File Index,Chiralities Consistent,flags,mmshare version,source file index,Energy,Force Field,Variant,source file,BIT27531071,BIT68000204,BIT109988598,BIT163041225,BIT202070018,BIT208903412,BIT226427891,BIT266056074,BIT288161096,BIT289534697,BIT294206180,BIT302081290,BIT438441298,BIT445668463,BIT461772523,BIT474912010,BIT503302422,BIT516684402,BIT584742472,BIT626848839,BIT633534519,BIT633644184,BIT648193914,BIT649898220,BIT662335082,BIT757160799,BIT761149691,BIT794032238,BIT797205908,BIT800378189,BIT802997193,BIT824498933,BIT855209115,BIT884531061,BIT888671423,BIT900017407,BIT904691358,BIT929067895,BIT938396984,BIT944846794,BIT947725167,BIT951158712,BIT966660657,BIT1028926722,BIT1035494708,BIT1044762790,BIT1070052988,BIT1087183813,BIT1096397830,BIT1124240881,BIT1127345368,BIT1152440327,BIT1195753287,BIT1219039025,BIT1230060503,BIT1240425136,BIT1259367023,BIT1265183829,BIT1268445473,BIT1278888339,BIT1284949313,BIT1332836062,BIT1338543505,BIT1449167215,BIT1464084165,BIT1466801091,BIT1479738630,BIT1488515750,BIT1507701052,BIT1583512499,BIT1595512091,BIT1600152254,BIT1637067841,BIT1702080463,BIT1711942953,BIT1717446361,BIT1727344402,BIT1728857458,BIT1732120726,BIT1741198888,BIT1761168380,BIT1817111180,BIT1825758950,BIT1851943547,BIT1865475006,BIT1926070181,BIT1927348132,BIT1928392163,BIT1962504809,BIT1970076700,BIT2028241252,BIT2075479355,BIT2099909279,BIT2101141426,BIT2118695319,BIT2163371941,BIT2209683566,BIT2212170266,BIT2214353893,BIT2215223680,BIT2221033999,BIT2241478905,BIT2246434568,BIT2251944761,BIT2255174444,BIT2256321396,BIT2265195333,BIT2292508830,BIT2314173330,BIT2334997677,BIT2364586285,BIT2376547251,BIT2392349529,BIT2418393822,BIT2425130266,BIT2425272063,BIT2473810189,BIT2507448165,BIT2538939296,BIT2558333700,BIT2564889165,BIT2573408783,BIT2577062858,BIT2600809543,BIT2602950118,BIT2614577376,BIT2620271491,BIT2670677765,BIT2676662517,BIT2696419038,BIT2717543449,BIT2751150699,BIT2774831101,BIT2783235460,BIT2784454226,BIT2793700643,BIT2805913124,BIT2824387023,BIT2863737475,BIT2895451088,BIT2946292470,BIT2949485971,BIT2950242335,BIT3001176337,BIT3037693851,BIT3071237743,BIT3075815735,BIT3082317202,BIT3085594253,BIT3091402830,BIT3104268526,BIT3144476246,BIT3155741077,BIT3164598713,BIT3172347625,BIT3181439402,BIT3185553172,BIT3223155784,BIT3223357515,BIT3235656963,BIT3256848225,BIT3294658360,BIT3306524442,BIT3313829542,BIT3340734155,BIT3402603072,BIT3413429848,BIT3415894848,BIT3445589496,BIT3463299285,BIT3471177284,BIT3471898824,BIT3516546261,BIT3529238848,BIT3529821874,BIT3540275157,BIT3549767386,BIT3556107857,BIT3564577573,BIT3583186295,BIT3643255031,BIT3687658359,BIT3722678278,BIT3737862546,BIT3760163617,BIT3761850127,BIT3775274470,BIT3797924479,BIT3826530003,BIT3834249232,BIT3838131966,BIT4003438597,BIT4013623032,BIT4023912516,BIT4067211795,BIT4127442720,BIT4142979228,BIT4197834667,BIT4240004711,BIT4278709709
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c(c(c45)OCCO5)sc4-c(s6)cc(c67)c8c(nc(CCCCC)c(n8)CCCCC)c9c7sc(c9)/C=C(C#N)/C(=O)O,1474,1041,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1041,1,0,50079,,105.124,OPLS_2005,1474-1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c(c(c45)nsn5)ccc4-c(s6)cc(c67)c8c(nc(CCCCC)c(n8)CCCCC)c9c7sc(c9)/C=C(C#N)/C(=O)O,1475,1042,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1042,1,0,50079,,107.586,OPLS_2005,1475-1,,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
CCCCCc(n1)c(CCCCC)nc2c(cc(s3)/C=C(C#N)/C(=O)O)c3c(c4c12)sc(c4)-c(c(c56)nsn6)ccc5-c(cc7)cc(c78)[C@@H]9[C@@H](CCC9)N8c1ccc(C)cc1,1476,1043,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1043,1,0,50079,,115.642,OPLS_2005,1476-1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
O=C(O)c(c1)ccc(c12)[N+](C)=C(C2(C)C)/C=C/c3ccc(cc3)N(c4ccccc4)c5ccccc5.[I-],1477,1044,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1044,1,0,50079,,65.2312,OPLS_2005,1477-1,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
c1ccccc1N(c2ccccc2)c(cc3)ccc3-c(n4)n(CCCC)c(c45)c(-c6ccc(s6)-c7ccc(s7)/C=C(C#N)/C(=O)O)ccc5-c8ccc(s8)-c9ccc(s9)/C=C(C#N)\C(=O)O,1597,1045,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1045,1,0,50079,,63.4775,OPLS_2005,1597-1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
c1ccccc1N(c2ccccc2)c(cc3)ccc3-c(n4)n(CCCC)c(c45)c(-c6ccc(s6)/C=C(C#N)/C(=O)O)ccc5-c7ccc(s7)/C=C(C#N)/C(=O)O,1479,1046,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1046,1,0,50079,,55.603,OPLS_2005,1479-1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
c1ccccc1N(c2ccccc2)c(cc3)ccc3-c(n4)n(CCCC)c(c45)c(-c6ccc(cc6)/C=C(C#N)/C(=O)O)ccc5-c7ccc(cc7)/C=C(C#N)/C(=O)O,1480,1047,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1047,1,0,50079,,69.6894,OPLS_2005,1480-1,,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1
CCCCCCCCn(n1)nc(c12)c(-c3ccc(s3)C(=O)O)c4c(nc(-c5ccccc5)c(n4)-c6ccccc6)c2-c7ccc(s7)-c8ccc(cc8)N(c9ccccc9)c1ccccc1,1481,1048,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1048,1,0,50079,,80.654,OPLS_2005,1481-1,,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c4ccc(s4)C(N(C5=O)C[C@@H](CC)CCCC)=C(C5=6)C(=O)N(C[C@@H](CC)CCCC)C6c7ccc(cc7)-c8ccc(cc8)C=C(C#N)C(=O)O,1482,1049,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1049,1,0,50079,,131.406,OPLS_2005,1482-1,,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0
CCCCCCOc1cc(OCCCCCC)cc(c1)-c2ccc(cc2)N(c3ccc(cc3)C=C(C#N)C(=O)O)c4ccc(cc4)-c5cc(OCCCCCC)cc(c5)/C=C/CCCCC,1483,1050,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1050,1,0,50079,,70.7236,OPLS_2005,1483-1,,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0
O=C(O)\C(C#N)=C\c(o1)ccc1-c(c2C)c(C)c(C=3CCCCC)n2[B-](F)(F)[N+](C34)=C(C)C(=C4C)c(cc5)cc(c56)Oc7c(N6CCC)cccc7,1484,1051,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1051,1,0,50079,,58.8658,OPLS_2005,1484-1,,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
N#C/C(C(=O)O)=C\c1ccc(s1)-c(c2)cc(c3c24)C(c5ccc(C)cc5)(c6ccc(C)cc6)c7c8c(ccc7)C(c9ccc(C)cc9)(c1ccc(C)cc1)c1c(N38)c(ccc1)C4(c1ccc(C)cc1)c1ccc(C)cc1,1486,1052,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1052,1,0,50079,,136.603,OPLS_2005,1486-1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CCCCCCc1ccc(s1)-c(c2)cc(c3c24)C(c5ccc(C)cc5)(c6ccc(C)cc6)c7c8c(cc(c7)-c9ccc(s9)/C=C(C#N)/C(=O)O)C(c1ccc(C)cc1)(c1ccc(C)cc1)c1c(N38)c(C4(c2ccc(C)cc2)c2ccc(C)cc2)cc(c1)-c1ccc(s1)CCCCCC,1487,1053,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1053,1,0,50079,,134.268,OPLS_2005,1487-1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CCCCCCc1ccsc1-c(c2)cc(c3c24)C(c5ccc(C)cc5)(c6ccc(C)cc6)c7c8c(cc(c7)-c9ccc(s9)/C=C(C#N)/C(=O)O)C(c1ccc(C)cc1)(c1ccc(C)cc1)c1c(N38)c(C4(c2ccc(C)cc2)c2ccc(C)cc2)cc(c1)-c1sccc1CCCCCC,1488,1054,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1054,1,0,50079,,138.141,OPLS_2005,1488-1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CCCCCCCCn(n1)nc(c12)c(-c3ccc(cc3)C(=O)O)c4c(nc(-c5ccccc5)c(n4)-c6ccccc6)c2-c7ccc(s7)-c8ccc(cc8)N(c9ccccc9)c1ccccc1,1491,1055,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1055,1,0,50079,,83.7719,OPLS_2005,1491-1,,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
N#C/C(C(=O)O)=C\c1ccc(cc1)-c(c2)cc(c3c24)C(c5ccc(C)cc5)(c6ccc(C)cc6)c7c8c(ccc7)C(c9ccc(C)cc9)(c1ccc(C)cc1)c1c(N38)c(ccc1)C4(c1ccc(C)cc1)c1ccc(C)cc1,1492,1056,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1056,1,0,50079,,143.582,OPLS_2005,1492-1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
N#C/C(C(=O)O)=C\c1ccc(o1)-c(c2)cc(c3c24)C(c5ccc(C)cc5)(c6ccc(C)cc6)c7c8c(ccc7)C(c9ccc(C)cc9)(c1ccc(C)cc1)c1c(N38)c(ccc1)C4(c1ccc(C)cc1)c1ccc(C)cc1,1493,1057,0,0,0,C:UsersclarkepDownloads,C:\Users\clarkep\Documents\Schrodinger\descr3D.cnv\3dmin\dyes3D\dyes3D_in.maegz,1057,1,0,50079,,133.986,OPLS_2005,1493-1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
c1ccccc1N(c2ccccc2)c(cc3)ccc3-c(c4)ccc(c45)c6c(C5(CCCCCC)CCCCCC)c7c8c(cc(cc8)-c9ccc(cc9)N(c1ccccc1)c1ccccc1)C(CCCCCC)(CCCCCC)c7c1c6C(CCCCCC)(CCCCCC)c2c1ccc(c2)-c1ccc(s1)/C=C(C#N)/C(=O)O,1495,1058,0,0,0,C:UsersclarkepDownloads,dyeData.sdf,1058,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1ccccc1N(c2ccccc2)c(cc3)ccc3-c(c4)ccc(c45)c6c(C5(CCCCCC)CCCCCC)c7c8c(cc(cc8)-c9ccc(s9)/C=C(C#N)/C(=O)O)C(CCCCCC)(CCCCCC)c7c1c6C(CCCCCC)(CCCCCC)c2c1ccc(c2)-c1ccc(s1)/C=C(C#N)/C(=O)O,1496,1059,0,0,0,C:UsersclarkepDownloads,dyeData.sdf,1059,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
