328,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2
329,CCCCCCn1c2ccc(cc2c2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2
330,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1
331,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccccc1)c1ccccc1
332,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C=C/c1ccccc1
333,CCCCCCN1c2ccc(cc2Oc2c1cccc2)/C=C(/C(=O)O)\C#N
334,N#C/C(=C\c1ccc2c(c1)Oc1c(N2CCCCCCN2c3ccccc3Oc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O
335,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C=C\c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N
336,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1
340,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C\1/SC(=S)N(C1=O)CC(=O)O)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1
341,CCCCCCc1sc(c2c1OCCO2)c1sc(c2c1OCCO2)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N
